Date,Open,High,Low,Close,Volume
2025-12-26 22:15:00,0.67116,0.67122,0.67113,0.67119,42
2025-12-26 22:16:00,0.67118,0.67121,0.67117,0.67121,19
2025-12-26 22:17:00,0.67121,0.67122,0.67116,0.67121,53
2025-12-26 22:18:00,0.6712,0.67127,0.67119,0.67126,52
2025-12-26 22:19:00,0.67124,0.67124,0.67113,0.67116,50
2025-12-26 22:20:00,0.67117,0.67117,0.6711,0.67114,40
2025-12-26 22:21:00,0.67113,0.67115,0.67112,0.67114,29
2025-12-26 22:22:00,0.67114,0.67119,0.67111,0.67113,82
2025-12-26 22:23:00,0.67113,0.67118,0.67113,0.67115,40
2025-12-26 22:24:00,0.67115,0.67119,0.67115,0.67118,24
2025-12-26 22:25:00,0.67118,0.6712,0.67115,0.67118,31
2025-12-26 22:26:00,0.67118,0.67125,0.67115,0.67123,67
2025-12-26 22:27:00,0.67123,0.67126,0.67113,0.67118,70
2025-12-26 22:28:00,0.67118,0.6712,0.67112,0.67115,43
2025-12-26 22:29:00,0.67115,0.67121,0.67115,0.6712,17
2025-12-26 22:30:00,0.67121,0.67124,0.67118,0.67121,26
2025-12-26 22:31:00,0.67121,0.67122,0.67116,0.67117,44
2025-12-26 22:32:00,0.67117,0.67122,0.67115,0.67122,35
2025-12-26 22:33:00,0.67122,0.67128,0.67122,0.67125,44
2025-12-26 22:34:00,0.67125,0.67126,0.67122,0.67124,15
2025-12-26 22:35:00,0.67124,0.6713,0.67124,0.67129,35
2025-12-26 22:36:00,0.67129,0.67134,0.67128,0.67134,46
2025-12-26 22:37:00,0.67133,0.67137,0.67132,0.67135,39
2025-12-26 22:38:00,0.67136,0.67139,0.6713,0.67131,67
2025-12-26 22:39:00,0.67131,0.67138,0.67131,0.67136,33
2025-12-26 22:40:00,0.67137,0.6714,0.67135,0.67136,24
2025-12-26 22:41:00,0.67137,0.6714,0.67135,0.67137,47
2025-12-26 22:42:00,0.67139,0.67139,0.67132,0.67134,29
2025-12-26 22:43:00,0.67133,0.67136,0.67129,0.67136,45
2025-12-26 22:44:00,0.67136,0.67138,0.67132,0.67135,52
2025-12-26 22:45:00,0.67135,0.67136,0.67132,0.67134,46
2025-12-26 22:46:00,0.67134,0.67134,0.67129,0.6713,55
2025-12-26 22:47:00,0.6713,0.67136,0.67129,0.67136,48
2025-12-26 22:48:00,0.67136,0.67139,0.67135,0.67136,35
2025-12-26 22:49:00,0.67135,0.6714,0.67135,0.6714,39
2025-12-26 22:50:00,0.67138,0.67138,0.67133,0.67133,73
2025-12-26 22:51:00,0.67135,0.6714,0.67132,0.67138,86
2025-12-26 22:52:00,0.67138,0.67141,0.67134,0.67137,73
2025-12-26 22:53:00,0.67136,0.67138,0.67132,0.67136,82
2025-12-26 22:54:00,0.67135,0.67138,0.67134,0.67137,70
2025-12-26 22:55:00,0.67136,0.67138,0.67129,0.67133,121
2025-12-26 22:56:00,0.67135,0.67135,0.67125,0.67133,98
2025-12-26 22:57:00,0.67132,0.67137,0.67129,0.67135,125
2025-12-26 22:58:00,0.67134,0.67137,0.67131,0.67134,90
2025-12-26 22:59:00,0.67135,0.67141,0.67131,0.67139,68
2025-12-26 23:00:00,0.6714,0.67148,0.67139,0.67148,32
2025-12-26 23:01:00,0.67148,0.67151,0.67148,0.67149,21
2025-12-26 23:02:00,0.67147,0.67147,0.67142,0.67147,47
2025-12-26 23:03:00,0.67146,0.67147,0.67142,0.67145,53
2025-12-26 23:04:00,0.67145,0.67145,0.67139,0.6714,35
2025-12-26 23:05:00,0.6714,0.67145,0.67138,0.67144,39
2025-12-26 23:06:00,0.67145,0.67145,0.67138,0.67139,29
2025-12-26 23:07:00,0.67139,0.67144,0.67139,0.67143,26
2025-12-26 23:08:00,0.67143,0.67143,0.67139,0.6714,39
2025-12-26 23:09:00,0.6714,0.67144,0.67139,0.67144,31
2025-12-26 23:10:00,0.67144,0.67144,0.67139,0.6714,33
2025-12-26 23:11:00,0.6714,0.67146,0.67137,0.67145,50
2025-12-26 23:12:00,0.67145,0.67147,0.67138,0.6714,63
2025-12-26 23:13:00,0.6714,0.67142,0.6714,0.67142,3
2025-12-26 23:14:00,0.67141,0.67142,0.67138,0.6714,24
2025-12-26 23:15:00,0.6714,0.67146,0.6714,0.67145,24
2025-12-26 23:16:00,0.67146,0.67146,0.67136,0.67137,33
2025-12-26 23:17:00,0.67137,0.67138,0.67136,0.67137,7
2025-12-26 23:18:00,0.67137,0.6714,0.67134,0.6714,14
2025-12-26 23:19:00,0.6714,0.6714,0.6714,0.6714,1
2025-12-26 23:20:00,0.6714,0.67142,0.6714,0.67141,18
2025-12-26 23:21:00,0.6714,0.67145,0.67139,0.67142,46
2025-12-26 23:22:00,0.67142,0.67144,0.67135,0.67137,80
2025-12-26 23:23:00,0.67137,0.67139,0.67134,0.67138,31
2025-12-26 23:24:00,0.67137,0.67142,0.67136,0.67142,45
2025-12-26 23:25:00,0.67139,0.67141,0.67129,0.67129,68
2025-12-26 23:26:00,0.6713,0.67136,0.67129,0.6713,29
2025-12-26 23:27:00,0.67129,0.67133,0.67127,0.67133,22
2025-12-26 23:28:00,0.67134,0.67137,0.67133,0.67135,55
2025-12-26 23:29:00,0.67135,0.67137,0.67131,0.67136,78
2025-12-26 23:30:00,0.67136,0.67137,0.67127,0.67128,50
2025-12-26 23:31:00,0.67127,0.67128,0.67125,0.67126,16
2025-12-26 23:32:00,0.67126,0.67127,0.67124,0.67124,15
2025-12-26 23:33:00,0.67124,0.67124,0.67119,0.67122,26
2025-12-26 23:34:00,0.67121,0.67125,0.67119,0.67124,48
2025-12-26 23:35:00,0.67124,0.67124,0.67119,0.6712,31
2025-12-26 23:36:00,0.6712,0.67122,0.6712,0.6712,9
2025-12-26 23:37:00,0.67119,0.67122,0.67117,0.6712,26
2025-12-26 23:38:00,0.6712,0.67121,0.6711,0.6711,54
2025-12-26 23:39:00,0.6711,0.6712,0.6711,0.67116,35
2025-12-26 23:40:00,0.67116,0.67116,0.67112,0.67113,17
2025-12-26 23:41:00,0.67113,0.67116,0.67108,0.6711,33
2025-12-26 23:42:00,0.67111,0.67116,0.67108,0.67116,41
2025-12-26 23:43:00,0.67116,0.67123,0.67114,0.67119,44
2025-12-26 23:44:00,0.6712,0.67122,0.67118,0.6712,42
2025-12-26 23:45:00,0.67119,0.67123,0.67118,0.67123,68
2025-12-26 23:46:00,0.67123,0.67123,0.67117,0.67119,75
2025-12-26 23:47:00,0.67119,0.67121,0.67118,0.6712,70
2025-12-26 23:48:00,0.67121,0.67121,0.67116,0.6712,70
2025-12-26 23:49:00,0.6712,0.67121,0.67117,0.67118,35
2025-12-26 23:50:00,0.67119,0.6712,0.67113,0.67113,39
2025-12-26 23:51:00,0.67113,0.67114,0.67113,0.67113,69
2025-12-26 23:52:00,0.67113,0.67114,0.6711,0.67112,41
2025-12-26 23:53:00,0.67112,0.67122,0.67111,0.67121,66
2025-12-26 23:54:00,0.67122,0.67122,0.67118,0.6712,41
